pdb_id,split,cluster_id,n_residues,n_contacts,contact_rate
6ZKS,train,768.0,8064,22,0.002728174603174603
6ZKT,train,768.0,8064,20,0.00248015873015873
6ZKU,train,768.0,7960,16,0.0020100502512562816
6ZKV,train,768.0,7926,24,0.003028009084027252
6ZL4,val,110.0,1270,2,0.0015748031496062992
6ZLH,val,110.0,1270,2,0.0015748031496062992
6ZMQ,train,465.0,589,5,0.008488964346349746
6ZMR,train,595.0,1271,13,0.010228166797797011
6ZO5,test,645.0,3410,15,0.004398826979472141
6ZO6,test,645.0,3419,16,0.00467973091547236
6ZO7,test,645.0,3406,14,0.004110393423370522
6ZO8,test,645.0,3421,13,0.003800058462437884
6ZO9,test,645.0,3421,12,0.0035077462730195848
6ZOA,test,645.0,3411,10,0.002931691586045148
6ZOB,test,645.0,3410,9,0.0026392961876832845
6ZOC,test,645.0,3410,10,0.002932551319648094
6ZOD,test,645.0,3391,7,0.0020642878207018578
6ZOE,test,645.0,1196,1,0.0008361204013377926
6ZOF,test,645.0,3420,10,0.0029239766081871343
6ZOG,test,645.0,3413,10,0.002929973630237328
6ZOH,test,645.0,3408,10,0.0029342723004694834
6ZOO,val,596.0,3339,13,0.003893381251871818
6ZQM,test,389.0,5147,32,0.006217213911016126
6ZQN,test,389.0,5157,26,0.005041690905565251
6ZR2,train,768.0,8171,18,0.0022029127401786805
6ZRE,train,356.0,912,3,0.003289473684210526
6ZTQ,train,768.0,8171,13,0.0015909925345734916
6ZXS,val,596.0,3233,13,0.004021033096195484
6ZY3,train,250.0,2071,2,0.0009657170449058426
6ZYD,train,607.0,1792,14,0.0078125
6ZZX,val,596.0,4684,33,0.007045260461144321
6ZZY,val,596.0,4594,31,0.006747932085328689
7A0W,train,364.0,1593,3,0.0018832391713747645
7A0X,train,364.0,1592,4,0.002512562814070352
7A0Y,train,364.0,1597,4,0.002504696305572949
7A23,train,768.0,7354,4,0.0005439216752787598
7A4P,val,596.0,4086,30,0.007342143906020558
7A69,test,769.0,1596,3,0.0018796992481203006
7A6C,test,769.0,1596,2,0.0012531328320802004
7A6E,test,769.0,1596,3,0.0018796992481203006
7A77,train,51.0,237,1,0.004219409282700422
7A78,train,51.0,225,1,0.0044444444444444444
7A79,train,51.0,458,4,0.008733624454148471
7AAG,train,337.0,1302,7,0.005376344086021506
7AAQ,val,673.0,487,3,0.006160164271047228
7ABJ,train,337.0,1301,2,0.0015372790161414297
7ABW,test,496.0,725,2,0.002758620689655172
7ADO,test,701.0,2069,2,0.0009666505558240696
7AHK,val,110.0,411,2,0.004866180048661801
7AK5,train,768.0,8058,11,0.001365103003226607
7AK6,train,768.0,8052,2,0.00024838549428713363
7AKX,train,569.0,446,3,0.006726457399103139
7AKZ,train,356.0,910,3,0.0032967032967032967
7AL4,train,104.0,2084,5,0.0023992322456813818
7AQQ,val,236.0,2887,3,0.0010391409767925182
7AR7,train,768.0,7564,4,0.0005288207297726071
7AR8,train,768.0,7676,3,0.0003908285565398645
7AR9,train,668.0,5059,16,0.003162680371614944
7ARB,train,768.0,7716,3,0.00038880248833592535
7ARD,train,768.0,8515,19,0.002231356429829712
7ARH,train,754.0,1261,1,0.0007930214115781126
7ARJ,train,754.0,1262,1,0.000792393026941363
7ARL,train,754.0,1256,1,0.0007961783439490446
7ARM,train,754.0,1438,1,0.0006954102920723226
7ARO,val,699.0,381,1,0.0026246719160104987
7ATE,test,83.0,1098,7,0.006375227686703097
7ATN,test,83.0,1098,3,0.00273224043715847
7AU3,test,83.0,1096,5,0.004562043795620438
7AU6,test,83.0,1092,6,0.005494505494505495
7AVN,train,474.0,434,3,0.0069124423963133645
7B0O,train,271.0,427,7,0.01639344262295082
7B0P,train,271.0,439,8,0.018223234624145785
7B0Q,train,271.0,220,5,0.022727272727272728
7B0R,train,271.0,224,2,0.008928571428571428
7B1K,test,338.0,402,2,0.004975124378109453
7B1L,test,338.0,404,3,0.007425742574257425
7B4L,train,425.0,886,6,0.006772009029345372
7B5F,test,676.0,958,1,0.0010438413361169101
7B93,train,768.0,8225,14,0.001702127659574468
7BCW,test,95.0,1148,3,0.002613240418118467
7BGI,val,596.0,4369,22,0.0050354772259098195
7BLX,val,596.0,3988,18,0.004513540621865597
7BLZ,val,596.0,2817,48,0.01703940362087327
7BMH,train,488.0,484,5,0.010330578512396695
7BQ1,train,522.0,271,2,0.007380073800738007
7BR3,train,541.0,470,1,0.002127659574468085
7BSW,train,17.0,1139,15,0.013169446883230905
7BT2,train,464.0,991,1,0.0010090817356205853
7BVG,train,175.0,2234,1,0.0004476275738585497
7BW1,train,177.0,245,2,0.00816326530612245
7BYD,train,625.0,1635,3,0.001834862385321101
7BZN,test,676.0,800,1,0.00125
7BZT,train,251.0,1094,1,0.0009140767824497258
7C4S,val,748.0,1428,3,0.0021008403361344537
7C52,train,394.0,2809,95,0.03381986472054112
7C80,test,676.0,1245,3,0.0024096385542168677
7C81,test,676.0,1247,3,0.0024057738572574178
7C83,train,177.0,251,5,0.0199203187250996
7C86,test,515.0,296,6,0.02027027027027027
7C9I,test,191.0,1313,1,0.0007616146230007616
7C9R,train,394.0,3009,16,0.005317381189764041
7C9S,test,676.0,822,4,0.004866180048661801
7C9V,test,676.0,1184,2,0.0016891891891891893
7C9W,test,676.0,1014,3,0.0029585798816568047
7C9X,test,676.0,820,2,0.0024390243902439024
7C9Y,test,676.0,820,6,0.007317073170731708
7C9Z,test,676.0,814,3,0.0036855036855036856
7CAQ,test,556.0,415,2,0.004819277108433735
7CAR,test,556.0,411,2,0.004866180048661801
7CAS,test,556.0,418,2,0.004784688995215311
7CB3,train,497.0,724,2,0.0027624309392265192
7CFF,train,702.0,156,2,0.01282051282051282
7CFM,train,55.0,1027,6,0.005842259006815969
7CFN,train,55.0,1031,3,0.002909796314258002
7CGP,train,290.0,1569,1,0.0006373486297004461
7CJ3,test,570.0,526,12,0.022813688212927757
7CJI,train,622.0,5283,36,0.0068143100511073255
7CJJ,train,622.0,5283,34,0.006435737270490252
7CJS,train,678.0,1731,8,0.00462160600808781
7CK6,val,609.0,936,1,0.0010683760683760685
7CKX,train,55.0,1035,1,0.000966183574879227
7CLJ,val,178.0,250,6,0.024
7CM3,val,424.0,1460,7,0.004794520547945206
7CNW,train,252.0,569,1,0.0017574692442882249
7CNY,train,252.0,566,1,0.0017667844522968198
7COH,test,83.0,3470,68,0.019596541786743516
7COU,train,622.0,5283,32,0.006057164489873178
7CP5,test,83.0,3544,47,0.013261851015801355
7CP9,val,609.0,1021,13,0.012732615083251714
7CRI,val,633.0,264,1,0.003787878787878788
7CRJ,val,633.0,264,1,0.003787878787878788
7CRK,val,633.0,264,1,0.003787878787878788
7CRL,val,633.0,264,1,0.003787878787878788
7CRT,val,633.0,264,1,0.003787878787878788
7CRX,val,633.0,264,2,0.007575757575757576
7CRZ,train,462.0,469,9,0.019189765458422176
7CUM,test,764.0,1358,8,0.005891016200294551
7CZ5,train,55.0,1046,1,0.0009560229445506692
7CZ9,test,645.0,6243,106,0.016979016498478296
7CZL,train,622.0,4304,8,0.0018587360594795538
7D06,train,250.0,2374,14,0.005897219882055603
7D0J,val,596.0,5922,13,0.002195204322863897
7D1T,train,622.0,5304,28,0.005279034690799397
7D1U,train,622.0,5304,30,0.005656108597285068
7D1X,test,224.0,523,1,0.0019120458891013384
7D3U,train,36.0,1873,9,0.004805125467164976
7D4P,val,667.0,2676,16,0.005979073243647235
7D4Q,val,667.0,2672,16,0.005988023952095809
7D5W,test,83.0,3544,48,0.013544018058690745
7D5X,test,83.0,3544,52,0.014672686230248307
7D76,train,55.0,874,2,0.002288329519450801
7D77,train,55.0,1105,1,0.0009049773755656109
7D7Q,test,570.0,588,2,0.003401360544217687
7D8X,test,191.0,1313,3,0.002284843869002285
7D91,train,406.0,1318,8,0.006069802731411229
7D92,train,406.0,1318,6,0.004552352048558422
7D93,train,406.0,2636,12,0.004552352048558422
7D94,train,406.0,2630,12,0.0045627376425855515
7DDF,train,406.0,2630,8,0.003041825095057034
7DDH,train,406.0,2630,13,0.00494296577946768
7DDI,train,406.0,2630,8,0.003041825095057034
7DDK,train,406.0,2630,13,0.00494296577946768
7DDL,train,406.0,2630,15,0.005703422053231939
7DEG,test,617.0,1520,5,0.003289473684210526
7DF8,train,368.0,918,3,0.0032679738562091504
7DFW,train,368.0,957,7,0.0073145245559038665
7DFZ,train,368.0,897,4,0.004459308807134894
7DGZ,train,768.0,7992,8,0.001001001001001001
7DH0,train,768.0,7904,4,0.0005060728744939271
7DJ2,train,644.0,988,4,0.004048582995951417
7DJC,train,644.0,489,2,0.00408997955010225
7DKZ,val,596.0,3200,19,0.0059375
7DL4,val,601.0,581,11,0.0189328743545611
7DL9,train,504.0,810,1,0.0012345679012345679
7DNY,test,95.0,1146,5,0.004363001745200698
7DNZ,test,95.0,1182,2,0.001692047377326565
7DQV,test,95.0,589,4,0.006791171477079796
7DR0,val,596.0,2171,3,0.0013818516812528789
7DR1,val,596.0,2114,4,0.001892147587511826
7DRJ,train,357.0,376,1,0.0026595744680851063
7DRK,train,357.0,369,1,0.0027100271002710027
7DRT,train,771.0,830,6,0.007228915662650603
7DSK,test,237.0,935,1,0.0010695187165775401
7DSL,test,237.0,935,1,0.0010695187165775401
7DSQ,test,237.0,934,1,0.0010706638115631692
7DUQ,val,81.0,1174,3,0.002555366269165247
7DUR,val,81.0,1126,3,0.0026642984014209592
7DW9,train,55.0,1283,1,0.000779423226812159
7DWQ,val,596.0,1943,6,0.003088008234688626
7DXA,train,622.0,1629,1,0.0006138735420503376
7DXB,val,667.0,2952,12,0.0040650406504065045
7DXC,val,667.0,2808,8,0.002849002849002849
7DXD,val,667.0,2928,8,0.00273224043715847
7DXE,val,667.0,2740,4,0.00145985401459854
7DXF,val,667.0,2740,16,0.00583941605839416
7DXG,val,667.0,2792,12,0.004297994269340974
7DXH,train,622.0,2150,1,0.00046511627906976747
7DZ7,val,596.0,5996,25,0.004169446297531688
7DZ8,val,596.0,5985,21,0.0035087719298245615
7DZE,train,162.0,256,2,0.0078125
7DZF,train,162.0,256,2,0.0078125
7DZG,train,162.0,256,2,0.0078125
7DZH,train,162.0,256,2,0.0078125
7DZI,train,162.0,256,2,0.0078125
7DZJ,train,162.0,256,2,0.0078125
7DZK,train,162.0,256,2,0.0078125
7DZL,train,162.0,256,2,0.0078125
7E0H,val,427.0,661,2,0.0030257186081694403
7E0I,val,427.0,676,3,0.004437869822485207
7E0J,val,427.0,671,3,0.004470938897168405
7E0K,val,427.0,676,3,0.004437869822485207
7E1V,test,83.0,5122,28,0.005466614603670442
7E1W,test,83.0,5132,20,0.003897116134060795
7E1X,test,83.0,5132,20,0.003897116134060795
7E1Z,train,406.0,1302,7,0.005376344086021506
7E20,train,406.0,1321,8,0.006056018168054504
7E21,train,406.0,1302,6,0.004608294930875576
7E2B,train,585.0,253,11,0.043478260869565216
7E2G,test,309.0,901,3,0.003329633740288568
7E2H,test,309.0,907,1,0.0011025358324145535
7E2X,train,55.0,870,4,0.004597701149425287
7E2Z,train,55.0,870,4,0.004597701149425287
7E4G,train,79.0,588,15,0.025510204081632654
7E4T,val,667.0,2656,16,0.006024096385542169
7E6X,test,515.0,296,3,0.010135135135135136
7E6Y,test,515.0,296,6,0.02027027027027027
7E6Z,test,515.0,296,4,0.013513513513513514
7E70,test,515.0,296,3,0.010135135135135136
7E71,test,515.0,296,5,0.016891891891891893
7E7F,train,736.0,472,1,0.00211864406779661
7EAK,test,676.0,1056,2,0.001893939393939394
7EDA,train,622.0,2564,13,0.005070202808112325
7EHL,test,95.0,1126,2,0.0017761989342806395
7ELL,test,390.0,7917,1,0.00012631047113805733
7EN0,val,646.0,939,3,0.003194888178913738
7EOV,test,224.0,274,1,0.0036496350364963502
7EPT,train,55.0,1009,1,0.0009910802775024777
7EQD,train,394.0,2286,60,0.026246719160104987
7ET1,train,406.0,1249,3,0.0024019215372297837
7EU3,train,668.0,5338,1,0.00018733608092918696
7EV7,test,83.0,3542,60,0.01693958215697346
7EVM,train,55.0,1037,6,0.0057859209257473485
7EW3,train,55.0,1149,1,0.0008703220191470844
7EW6,val,596.0,3108,6,0.0019305019305019305
7EWK,val,596.0,3110,7,0.0022508038585209
7EZZ,train,375.0,511,7,0.0136986301369863
7F0L,train,394.0,2265,58,0.025607064017660046
7F61,train,647.0,407,1,0.002457002457002457
7F6I,train,55.0,915,1,0.001092896174863388
7F6V,test,586.0,626,2,0.003194888178913738
7F83,train,753.0,785,1,0.0012738853503184713
7F9Y,train,55.0,1051,1,0.0009514747859181732
7FD2,train,253.0,4060,21,0.005172413793103448
7FEE,train,228.0,486,3,0.006172839506172839
7FIN,val,81.0,1168,1,0.0008561643835616438
7FW5,val,298.0,133,1,0.007518796992481203
7FXL,val,298.0,130,1,0.007692307692307693
7FY1,val,298.0,134,1,0.007462686567164179
7FYH,val,298.0,130,1,0.007692307692307693
7G0X,val,298.0,130,1,0.007692307692307693
7G1P,val,298.0,130,1,0.007692307692307693
7JLP,val,547.0,1455,9,0.006185567010309278
7JNI,val,516.0,801,2,0.0024968789013732834
7JPK,train,565.0,2257,1,0.00044306601683650863
7JPL,train,565.0,2256,2,0.0008865248226950354
7JPV,train,565.0,2227,1,0.000449034575662326
7JPW,train,565.0,2257,1,0.00044306601683650863
7JPX,train,565.0,2258,2,0.0008857395925597874
7JRG,train,463.0,3983,11,0.0027617373838814963
7JRO,test,83.0,1492,1,0.0006702412868632708
7JRP,test,83.0,5472,9,0.001644736842105263
7JSV,train,703.0,2706,110,0.04065040650406504
7JV5,train,55.0,1044,4,0.0038314176245210726
7JVP,train,55.0,1041,5,0.004803073967339097
7JVQ,train,55.0,1047,2,0.0019102196752626551
7JWN,val,601.0,584,5,0.008561643835616438
7K4A,train,200.0,2420,8,0.003305785123966942
7K4B,train,200.0,2428,10,0.004118616144975288
7KAN,train,238.0,1371,3,0.002188183807439825
7KAY,test,648.0,1749,24,0.0137221269296741
7KAZ,test,648.0,1746,18,0.010309278350515464
7KC4,train,771.0,771,2,0.0025940337224383916
7KGE,test,645.0,3060,3,0.000980392156862745
7KGG,test,645.0,3060,6,0.00196078431372549
7KGH,test,645.0,3060,2,0.00065359477124183
7KGI,test,645.0,3060,2,0.00065359477124183
7KHR,train,555.0,8212,8,0.000974184120798831
7KK8,val,436.0,442,2,0.004524886877828055
7KK9,val,436.0,442,11,0.024886877828054297
7KKA,val,436.0,442,2,0.004524886877828055
7KKB,val,436.0,442,2,0.004524886877828055
7KKR,val,436.0,442,11,0.024886877828054297
7KMT,train,107.0,1838,2,0.001088139281828074
7KSQ,val,596.0,3347,19,0.005676725425754407
7KUX,val,596.0,3259,19,0.005830009205277692
7KY7,test,272.0,1247,2,0.0016038492381716118
7KY8,test,272.0,1274,3,0.002354788069073783
7KYA,train,604.0,1545,1,0.0006472491909385113
7KYB,train,604.0,1322,2,0.0015128593040847202
7KYC,train,604.0,1552,6,0.003865979381443299
7L1E,val,30.0,532,1,0.0018796992481203006
7L5K,train,557.0,316,1,0.0031645569620253164
7L6Q,train,498.0,1555,11,0.00707395498392283
7L78,train,704.0,711,1,0.0014064697609001407
7LEP,train,113.0,2222,4,0.0018001800180018
7LFT,val,37.0,1800,28,0.015555555555555555
7LGU,train,360.0,1360,3,0.0022058823529411764
7LH2,train,360.0,1360,1,0.0007352941176470588
7LI7,test,156.0,765,1,0.00130718954248366
7LIA,test,156.0,767,1,0.001303780964797914
7LJC,train,55.0,1040,1,0.0009615384615384616
7LKP,val,649.0,1941,8,0.004121586810922205
7LKZ,val,649.0,1920,2,0.0010416666666666667
7LQJ,train,644.0,506,1,0.001976284584980237
7LQK,train,644.0,506,2,0.003952569169960474
7LQY,train,200.0,2636,15,0.005690440060698027
7LQZ,train,200.0,2604,19,0.007296466973886329
7LR0,train,200.0,2584,68,0.02631578947368421
7LX0,val,596.0,6699,14,0.0020898641588296763
7M17,val,270.0,1878,1,0.0005324813631522897
7M19,val,270.0,1878,1,0.0005324813631522897
7M5V,test,460.0,1046,18,0.017208413001912046
7M5X,test,460.0,1000,34,0.034
7M5Y,test,460.0,1000,29,0.029
7M75,val,596.0,2244,21,0.009358288770053475
7M76,val,596.0,2244,20,0.008912655971479501
7M78,val,596.0,2244,17,0.007575757575757576
7M93,train,391.0,652,3,0.004601226993865031
7M94,train,391.0,659,4,0.006069802731411229
7M95,train,391.0,331,2,0.006042296072507553
7M96,train,391.0,660,2,0.0030303030303030303
7MBY,train,55.0,890,1,0.0011235955056179776
7MFI,train,391.0,650,5,0.007692307692307693
7MH3,train,394.0,821,5,0.0060901339829476245
7MH4,train,394.0,818,6,0.007334963325183374
7MH5,train,394.0,819,5,0.006105006105006105
7MH8,train,394.0,820,5,0.006097560975609756
7MH9,train,394.0,821,3,0.0036540803897685747
7MHA,train,394.0,821,5,0.0060901339829476245
7MHZ,train,32.0,723,1,0.0013831258644536654
7MIJ,train,200.0,2556,28,0.010954616588419406
7MIK,train,200.0,2560,16,0.00625
7MIM,train,200.0,2560,8,0.003125
7MIN,train,200.0,2560,16,0.00625
7MIX,train,565.0,2623,6,0.002287457110179184
7MIY,train,565.0,2598,2,0.0007698229407236335
7MJO,train,308.0,2981,5,0.0016772895001677288
7N2X,train,310.0,201,1,0.004975124378109453
7N4U,train,368.0,1906,6,0.0031479538300104933
7N4V,train,368.0,1906,8,0.004197271773347324
7N4X,train,368.0,953,2,0.002098635886673662
7N5D,train,525.0,2612,6,0.002297090352220521
7N5E,train,525.0,2176,6,0.0027573529411764708
7N5G,train,525.0,371,1,0.0026954177897574125
7N6Q,train,192.0,1500,20,0.013333333333333334
7N6R,train,192.0,1500,8,0.005333333333333333
7N70,test,460.0,1032,5,0.0048449612403100775
7N72,test,460.0,1030,28,0.027184466019417475
7N73,test,460.0,1036,5,0.004826254826254826
7N74,test,460.0,1036,5,0.004826254826254826
7N77,test,460.0,1036,5,0.004826254826254826
7N78,test,460.0,1030,22,0.021359223300970873
7N8O,train,622.0,5536,64,0.011560693641618497
7N9K,val,31.0,282,9,0.031914893617021274
7N9L,val,31.0,282,4,0.014184397163120567
7N9Z,train,89.0,1202,56,0.04658901830282862
7NF6,test,705.0,1078,1,0.0009276437847866419
7NF8,test,705.0,1078,1,0.0009276437847866419
7NHO,train,622.0,2086,2,0.0009587727708533077
7NHP,train,622.0,2350,1,0.000425531914893617
7NIV,test,769.0,2020,1,0.0004950495049504951
7NIW,test,769.0,1585,2,0.0012618296529968455
7NNL,test,716.0,1455,3,0.002061855670103093
7NNP,test,716.0,1456,3,0.0020604395604395605
7NRW,val,298.0,133,4,0.03007518796992481
7NSR,val,298.0,132,5,0.03787878787878788
7NTP,val,298.0,265,10,0.03773584905660377
7NXG,val,587.0,390,10,0.02564102564102564
7O0K,train,162.0,251,3,0.01195219123505976
7O1V,val,596.0,1869,2,0.001070090957731407
7O37,test,83.0,5970,15,0.002512562814070352
7O3C,test,83.0,5967,14,0.0023462376403552876
7O3E,test,83.0,5417,8,0.0014768321949418497
7O3H,train,463.0,4161,17,0.004085556356645037
7O3L,test,645.0,6256,14,0.002237851662404092
7O3M,test,645.0,6260,10,0.001597444089456869
7O3N,test,645.0,6260,8,0.0012779552715654952
7O60,val,298.0,133,4,0.03007518796992481
7O6R,train,108.0,536,1,0.0018656716417910447
7O6Y,train,768.0,7921,29,0.0036611538947102637
7O71,train,768.0,8035,25,0.0031113876789047915
7O8F,val,633.0,262,3,0.011450381679389313
7O8G,val,633.0,262,2,0.007633587786259542
7O8H,val,633.0,262,2,0.007633587786259542
7O8J,val,633.0,264,5,0.01893939393939394
7O8K,val,633.0,265,2,0.007547169811320755
7O8L,val,633.0,262,2,0.007633587786259542
7O8M,val,633.0,264,2,0.007575757575757576
7O8N,val,633.0,265,1,0.0037735849056603774
7O8O,val,633.0,264,1,0.003787878787878788
7O8P,val,633.0,263,1,0.0038022813688212928
7O8Q,val,633.0,258,4,0.015503875968992248
7O8R,val,633.0,258,3,0.011627906976744186
7O8S,val,633.0,265,1,0.0037735849056603774
7O8T,val,633.0,265,1,0.0037735849056603774
7O8U,val,633.0,264,2,0.007575757575757576
7O8V,val,633.0,262,1,0.003816793893129771
7O8Y,val,633.0,262,4,0.015267175572519083
7O8Z,val,633.0,262,3,0.011450381679389313
7OCA,val,343.0,3802,10,0.0026301946344029457
7OCD,train,113.0,1920,2,0.0010416666666666667
7OCE,train,113.0,2322,10,0.004306632213608958
7OCF,train,113.0,2298,8,0.0034812880765883376
7OCI,train,749.0,2071,1,0.0004828585224529213
7OD5,train,394.0,825,3,0.0036363636363636364
7OJI,test,717.0,1144,3,0.0026223776223776225
7OKS,val,430.0,671,1,0.0014903129657228018
7OKT,val,430.0,324,2,0.006172839506172839
7OKU,val,430.0,173,1,0.005780346820809248
7ONJ,test,247.0,1834,29,0.015812431842966195
7OO0,test,247.0,1834,25,0.013631406761177753
7OO6,test,247.0,1827,28,0.01532567049808429
7OOA,test,247.0,1834,14,0.007633587786259542
7OQZ,test,273.0,948,4,0.004219409282700422
7OTS,train,196.0,576,3,0.005208333333333333
7OUI,train,622.0,8342,28,0.003356509230400384
7OUK,test,645.0,3411,9,0.002638522427440633
7OUL,test,645.0,3408,7,0.0020539906103286387
7OUM,test,645.0,3410,9,0.0026392961876832845
7OVQ,test,664.0,2760,24,0.008695652173913044
7OVR,test,664.0,2760,24,0.008695652173913044
7OWO,test,225.0,795,1,0.0012578616352201257
7OWU,test,225.0,802,3,0.003740648379052369
7OXE,train,38.0,216,10,0.046296296296296294
7OY2,test,665.0,858,1,0.0011655011655011655
7OY8,train,394.0,2278,54,0.02370500438981563
7OYJ,train,439.0,396,1,0.0025252525252525255
7OZ1,test,717.0,1088,8,0.007352941176470588
7P00,train,55.0,1144,1,0.0008741258741258741
7P02,train,55.0,1138,1,0.0008787346221441124
7P0Q,train,394.0,824,5,0.006067961165048544
7P17,train,394.0,824,3,0.0036407766990291263
7P1K,train,425.0,866,7,0.008083140877598153
7P2C,train,394.0,822,4,0.004866180048661801
7PGB,test,610.0,5430,3,0.0005524861878453039
7PGE,train,750.0,198,1,0.005050505050505051
7PH3,test,95.0,1380,4,0.002898550724637681
7PH4,test,95.0,1378,2,0.001451378809869376
7PI0,train,622.0,7438,36,0.004840010755579457
7PN6,val,461.0,325,2,0.006153846153846154
7POW,test,338.0,406,2,0.0049261083743842365
7PX4,val,699.0,390,12,0.03076923076923077
7PYR,val,699.0,390,12,0.03076923076923077
7Q1U,val,548.0,1356,23,0.01696165191740413
7Q21,test,83.0,5585,28,0.005013428827215756
7Q35,train,106.0,225,1,0.0044444444444444444
7Q38,train,106.0,228,3,0.013157894736842105
7Q4H,test,679.0,504,1,0.001984126984126984
7Q4J,test,679.0,492,2,0.0040650406504065045
7Q5D,val,430.0,174,1,0.005747126436781609
7Q6Z,train,32.0,597,16,0.02680067001675042
7Q7F,train,394.0,821,45,0.05481120584652863
7Q7G,train,394.0,821,34,0.04141291108404385
7Q7H,train,394.0,821,54,0.06577344701583435
7Q7J,train,394.0,821,48,0.058465286236297195
7Q7M,train,394.0,821,46,0.05602923264311815
7Q7N,train,394.0,820,49,0.05975609756097561
7Q7O,train,394.0,821,44,0.0535931790499391
7QA8,test,358.0,620,6,0.00967741935483871
7QAA,train,51.0,447,3,0.006711409395973154
7QB9,test,358.0,598,1,0.0016722408026755853
7QBC,test,358.0,622,4,0.006430868167202572
7QBI,test,358.0,622,7,0.011254019292604502
7QBP,test,231.0,291,12,0.041237113402061855
7QCO,val,596.0,8812,3,0.0003404448479346346
7QEQ,test,589.0,2268,2,0.0008818342151675485
7QER,test,589.0,2244,3,0.001336898395721925
7QET,test,589.0,2256,1,0.0004432624113475177
7QEW,test,589.0,1128,1,0.0008865248226950354
7QEY,test,589.0,1092,1,0.0009157509157509158
7QFE,val,601.0,581,4,0.0068846815834767644
7QHB,train,113.0,1966,2,0.001017293997965412
7QHH,train,113.0,1982,2,0.0010090817356205853
7QHM,test,83.0,5886,199,0.03380903839619436
7QHO,test,83.0,5870,151,0.025724020442930155
7QKO,test,74.0,1996,2,0.001002004008016032
7QL5,test,74.0,1989,1,0.0005027652086475615
7QOA,train,274.0,801,2,0.0024968789013732834
7QSD,train,768.0,8195,16,0.0019524100061012813
7QSK,train,768.0,8279,36,0.004348351250150984
7QSL,train,768.0,8275,31,0.0037462235649546828
7QSM,train,768.0,8250,29,0.003515151515151515
7QSN,train,768.0,8189,25,0.0030528758090120896
7QSO,train,768.0,8007,30,0.003746721618583739
7QTV,train,406.0,2638,6,0.002274450341167551
7QW9,test,676.0,839,1,0.0011918951132300357
7R0W,train,226.0,2040,12,0.0058823529411764705
7R33,train,546.0,1125,3,0.0026666666666666666
7R34,train,546.0,1125,3,0.0026666666666666666
7R35,train,546.0,1125,5,0.0044444444444444444
7R36,train,546.0,1125,5,0.0044444444444444444
7R3K,val,596.0,3854,47,0.012195121951219513
7R3V,train,463.0,2015,12,0.005955334987593052
7R41,train,768.0,8183,39,0.00476597824758646
7R42,train,768.0,8193,44,0.005370438178933235
7R43,train,768.0,8177,27,0.0033019444784150665
7R44,train,768.0,8152,33,0.0040480863591756625
7R45,train,768.0,8087,34,0.00420427847162112
7R46,train,768.0,8089,30,0.0037087402645568056
7R47,train,768.0,8078,37,0.004580341668729884
7R48,train,768.0,8107,40,0.004934007647711854
7R4C,train,768.0,8058,34,0.004219409282700422
7R4D,train,768.0,8045,34,0.004226227470478558
7R4F,train,768.0,7779,18,0.0023139220979560356
7R4G,train,768.0,7793,30,0.003849608623123316
7R8B,val,193.0,1371,1,0.0007293946024799417
7R8D,test,717.0,1090,2,0.001834862385321101
7RCV,train,622.0,5536,52,0.00939306358381503
7RH5,test,83.0,6072,87,0.01432806324110672
7RH6,test,83.0,5901,83,0.014065412641925098
7RH7,test,83.0,6072,92,0.015151515151515152
7RHQ,train,103.0,1305,3,0.0022988505747126436
7RHR,train,103.0,974,1,0.001026694045174538
7RK3,test,225.0,360,1,0.002777777777777778
7RM5,val,699.0,390,5,0.01282051282051282
7ROQ,val,649.0,1831,1,0.0005461496450027307
7RPH,test,309.0,926,11,0.011879049676025918
7RPI,test,309.0,926,15,0.016198704103671708
7RPJ,test,309.0,926,1,0.0010799136069114472
7RPK,test,309.0,1104,11,0.009963768115942028
7RQW,train,200.0,2128,24,0.011278195488721804
7RR6,test,645.0,3063,10,0.00326477309826967
7RR7,test,645.0,3061,12,0.003920287487749101
7RR8,test,645.0,3075,18,0.005853658536585366
7RR9,test,239.0,1120,2,0.0017857142857142857
7RYY,val,798.0,2024,1,0.0004940711462450593
7RZ5,val,798.0,2046,1,0.0004887585532746823
7RZ6,val,343.0,3538,2,0.0005652911249293386
7RZ8,val,798.0,2044,10,0.004892367906066536
7S24,train,364.0,375,11,0.029333333333333333
7S3D,val,596.0,7074,30,0.004240882103477523
7S4H,train,449.0,2577,88,0.03414823438106325
7S4I,train,449.0,2577,78,0.030267753201396973
7S4J,train,449.0,2577,87,0.033760186263096625
7S4K,train,449.0,2577,85,0.03298409002716337
7S88,train,200.0,2456,79,0.03216612377850163
7S89,train,200.0,2376,36,0.015151515151515152
7S8B,train,200.0,2448,51,0.020833333333333332
7S8C,train,200.0,2448,43,0.017565359477124183
7S9Y,test,466.0,901,4,0.004439511653718091
7S9Z,test,466.0,890,4,0.0044943820224719105
7SA3,train,622.0,1644,8,0.004866180048661801
7SB5,val,651.0,3550,11,0.0030985915492957746
7SCL,train,694.0,574,6,0.010452961672473868
7SFJ,train,339.0,849,6,0.007067137809187279
7SFK,train,339.0,849,9,0.01060070671378092
7SG3,train,694.0,544,4,0.007352941176470588
7SHE,train,558.0,1081,9,0.008325624421831638
7SHF,val,499.0,1326,6,0.004524886877828055
7SIL,val,145.0,1562,3,0.0019206145966709346
